id,abany,abdefctw,abdefect,abhlth,abnomore,abpoor,abpoorw,abrape,age,anydoc,attend,born,childs,class,cohort,condom,conmedic,consci,degree,doc1,doc10,doc11,doc12,doc13,doc14,doc15,doc16,doc17,doc18,doc19,doc2,doc20,doc3,doc4,doc5,doc6,doc7,doc8,doc9,doclist,docsui,educ,fund,fund16,godoc,harmgood,health,hlthinsr,hmo1,hmo2,hmo3,hmo4,hmo5,hmo6,hmo7,hospice,income98,knwnproz,letdie1,marital,natdrug,natdrugy,natheal,nathealy,notreat,nummen,numwomen,painmed,partners,partnrs5,partyid,polviews,proz1,proz2,proz3,proz4,proz5,proz6,proz7,proz8,proz9,prozac,prozfor1,prozfor2,prozfor3,prozkid1,prozkid2,prozkid3,prozslf1,prozslf2,prozslf3,prozslf4,psycdrct,psycfdoc,psyckid1,psyckid2,psyckid3,psycmed1,psycmed2,psycmed3,psycmed4,psycmed5,psycmed6,psycmed7,psycpsyc,pubagncy,race,reg16,region,relatsex,relig,relig16,religid,religkid,reliten,res16,rightref,rincom98,sei,sex,sexfreq,sexsex,sexsex5,size,srcbelt,stress,suicide1,suicide2,suicide3,suicide4,termecon,termemot,terminal,termpain,termpay,termrel,termvig,testdrug,trustsci,usedmntl,usedproz,usepsyc1,usepsyc2,usepsyc3,usepsyc4,useskill,wordsum,wrkstat,xnorcsiz,woman,region4
475,yes,,yes,yes,yes,yes,,yes,71,yes,once a month,yes,0,working class,1927,not used,,,graduate,strongly agree,strong disagree,agree,uncertain,agree,disagree,agree,disagree,agree,disagree,disagree,strong disagree,disagree,agree,strong disagree,strong disagree,disagree,strong disagree,agree,uncertain,no,agree,18,liberal,moderate,,,excellent,yes covered,disagree,agree,agree,strongly agree,not agree/dsagre,agree,agree,stongly agree,$25000 to 29999,no,yes,never married,too little,,too little,,stongly agree,10,0,stongly agree,no partners,1 partner,not str republican,slghtly conservative,not agree/dsagre,agree,not agree/dsagre,agree,agree,agree,agree,strong disagree,strongly agree,yes,2,,,very unlikely,very unlikely,very likely,strong disagree,not agree/dsagre,agree,strongly agree,very likely,very unlikely,somewht unlikely,somewht unlikely,very likely,strong disagree,strong disagree,disagree,agree,agree,agree,agree,somewhat likely,no,white,middle atlantic,middle atlantic,"yes, in relationship",protestant,catholic,,,not very strong,town lt 50000,stongly agree,$20000 to 22499,37.400002,male,not at all,,exclusively male,7323,12 lrgst smsa's,,yes,no,no,no,not agree/dsagre,not agree/dsagre,yes othr relatve,not agree/dsagre,agree,disagree,vignette a,1,,no,no,very unlikely,mixed,somewhat likely,very likely,,6,working parttime,city gt 250000,Man,Northeast
476,yes,,yes,yes,dk,yes,,yes,47,,every week,yes,0,working class,1951,,a great deal,only some,graduate,,,,,,,,,,,,,,,,,,,,,,,18,fundamentalist,liberal,no,,good,,,,,,,,,,$40000 to 49999,,,separated,,about right,,about right,,0,0,,no partners,no partners,not str republican,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,middle atlantic,middle atlantic,,protestant,protestant,other,,strong,big-city suburb,,$40000 to 49999,81,female,not at all,,,7323,12 lrgst smsa's,,,,,,,,,,,,,,,,,,,,,,0,working fulltime,city gt 250000,Woman,Northeast
477,yes,not wrong at all,yes,yes,yes,yes,not wrong at all,yes,31,,once a year,yes,0,middle class,1967,not used,,,bachelor,,,,,,,,,,,,,,,,,,,,,,,16,liberal,moderate,yes,strongly disagree,excellent,,,,,,,,,,$75000 to $89999,,yes,married,too much,,too little,,,15,3,,1 partner,2 partners,strong democrat,liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,middle atlantic,middle atlantic,"yes, in relationship",none,catholic,,catholic,no religion,"country,nonfarm",,$50000 to 59999,34.400002,female,2-3 times a month,exclusively male,exclusively male,7323,12 lrgst smsa's,,yes,yes,yes,yes,,,,,,,,,strong disagree,,,,,,,,0,working fulltime,city gt 250000,Woman,Northeast
478,,,yes,yes,yes,dk,,yes,34,,lt once a year,dk,0,middle class,1964,,a great deal,,bachelor,agree,disagree,agree,,,,,,,,,disagree,,agree,disagree,disagree,,uncertain,agree,,,not agree/dsagre,16,liberal,moderate,,,excellent,,disagree,disagree,dont know,dont know,dont know,disagree,disagree,not agree/dsagre,,,,married,too little,,about right,,dont know,0,0,dont know,no partners,no partners,not str democrat,,cant choose,strongly agree,disagree,strongly agree,agree,agree,cant choose,cant choose,agree,yes,2,,,mixed,very unlikely,somewhat likely,disagree,cant choose,agree,strong disagree,somewht unlikely,somewhat likely,mixed,mixed,very likely,disagree,agree,disagree,agree,agree,agree,agree,somewhat likely,,white,new england,middle atlantic,,none,catholic,,,no religion,"country,nonfarm",not agree/dsagre,refused,,female,not at all,,,7323,12 lrgst smsa's,,,,,,agree,strong disagree,dont know,agree,agree,strong disagree,vignette e,agree,,,,somewhat likely,somewhat likely,somewhat likely,very unlikely,,8,,city gt 250000,Woman,Northeast
479,yes,wrong only sometimes,yes,yes,yes,yes,always wrong,yes,46,,every week,yes,1,middle class,1952,not used,only some,only some,bachelor,,,,,,,,,,,,,,,,,,,,,,,16,moderate,moderate,yes,strongly disagree,good,,,,,,,,,,$75000 to $89999,,,married,,,too little,,,5,0,,no partners,1 partner,not str democrat,liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,middle atlantic,middle atlantic,"yes, in relationship",catholic,catholic,,catholic,somewhat strong,city gt 250000,,$40000 to 49999,73.800003,female,not at all,,,7323,12 lrgst smsa's,,,,,,,,,,,,,,disagree,,,,,,,,0,working fulltime,city gt 250000,Woman,Northeast
480,yes,,yes,yes,yes,yes,,yes,51,,never,yes,0,middle class,1947,not used,,,bachelor,,,,agree,agree,agree,uncertain,agree,disagree,uncertain,agree,disagree,,,disagree,disagree,agree,,agree,,,,18,liberal,moderate,,,excellent,no not covered,disagree,agree,disagree,agree,agree,agree,strongly agree,,$40000 to 49999,not sure,yes,married,,too little,,too little,dont know,0,15,,1 partner,1 partner,strong democrat,extremely liberal,cant choose,cant choose,disagree,agree,agree,agree,agree,agree,cant choose,yes,3,,,very likely,very likely,very likely,strongly agree,strongly agree,strongly agree,strongly agree,dont know,dont know,very likely,very likely,very likely,dont know,dont know,dont know,agree,agree,agree,agree,somewhat likely,,white,e  nor central,middle atlantic,"yes, in relationship",none,catholic,,,no religion,"country,nonfarm",,$20000 to 22499,63.200001,male,2-3 per week,exclusively female,exclusively female,7323,12 lrgst smsa's,hardly ever,yes,no,no,dk,agree,agree,yes othr relatve,dont know,agree,strong disagree,vignette b,agree,,,no,very likely,very likely,very likely,very likely,almost all,9,working fulltime,city gt 250000,Man,Northeast
481,,,,,,,,,28,no,never,yes,3,working class,1970,used last time,a great deal,a great deal,bachelor,uncertain,agree,agree,disagree,disagree,agree,agree,disagree,uncertain,strong disagree,strong disagree,disagree,strong disagree,agree,disagree,disagree,,disagree,agree,,yes,,16,liberal,liberal,,,excellent,yes covered,agree,disagree,disagree,dont know,disagree,disagree,not agree/dsagre,agree,$30000 to 34999,yes,yes,never married,,too little,,too little,,15,0,,1 partner,3 partners,"ind,near dem",liberal,disagree,disagree,disagree,agree,cant choose,agree,cant choose,cant choose,strongly agree,yes,7,,,mixed,mixed,somewhat likely,strong disagree,strong disagree,not agree/dsagre,not agree/dsagre,somewhat likely,somewht unlikely,very unlikely,very unlikely,mixed,disagree,agree,agree,agree,agree,agree,agree,somewhat likely,,white,new england,middle atlantic,"yes, in relationship",none,none,,,no religion,"country,nonfarm",,$30000 to 34999,75.199997,female,once or twice,exclusively male,exclusively male,7323,12 lrgst smsa's,often,yes,no,no,yes,agree,disagree,yes othr relatve,agree,disagree,disagree,vignette d,1,,no,no,somewht unlikely,somewht unlikely,somewhat likely,somewhat likely,a lot,8,working fulltime,city gt 250000,Woman,Northeast
482,,not wrong at all,,,,,not wrong at all,,55,,never,no,0,middle class,1943,used last time,only some,a great deal,graduate,,,,,,,,,,,,,,,,,,,,,,,18,liberal,liberal,no,strongly disagree,excellent,,,,,,,,,,$90000 - $109999,,yes,never married,too little,,about right,,,10,0,,no partners,no partners,not str republican,moderate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,south atlantic,middle atlantic,"yes, in relationship",protestant,protestant,,,not very strong,big-city suburb,,$90000- $109999,92.300003,female,not at all,,,7323,12 lrgst smsa's,,yes,dk,dk,yes,,,,,,,,,strong disagree,,,,,,,,0,working fulltime,city gt 250000,Woman,Northeast
483,no,,yes,yes,dk,dk,,yes,32,know know,lt once a year,yes,0,working class,1966,,only some,,high school,agree,strong disagree,disagree,uncertain,uncertain,agree,agree,strong disagree,agree,,disagree,strong disagree,disagree,agree,strong disagree,strong disagree,disagree,strong disagree,strongly agree,agree,yes,strong disagree,13,liberal,liberal,,,good,yes covered,agree,disagree,agree,disagree,disagree,disagree,agree,disagree,,,,never married,,too little,,too little,disagree,0,0,dont know,no partners,no partners,not str democrat,liberal,,,,,,,,,,not sure,,,,,,,,,,,dont know,dont know,mixed,mixed,somewhat likely,disagree,agree,disagree,agree,agree,agree,not agree/dsagre,somewhat likely,,black,foreign,middle atlantic,,none,none,,,no religion,city gt 250000,disagree,refused,,female,not at all,,,7323,12 lrgst smsa's,,,,,,dont know,dont know,yes othr relatve,dont know,agree,dont know,vignette f,1,,no,,somewht unlikely,somewhat likely,somewhat likely,very unlikely,,8,working fulltime,city gt 250000,Woman,Northeast
484,yes,not wrong at all,yes,yes,yes,yes,not wrong at all,yes,68,,,yes,0,middle class,1930,used last time,,,graduate,,,,,,,,,,,,,,,,,,,,,,,16,liberal,liberal,yes,strongly disagree,good,,,,,,,,,,$30000 to 34999,,yes,never married,,too little,,too much,,100,0,,no partners,no partners,not str democrat,extremely liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,w  nor central,middle atlantic,"yes, in relationship",none,protestant,,protestant,no religion,town lt 50000,,,79.900002,male,,,,7323,12 lrgst smsa's,,yes,yes,yes,yes,,,,,,,,,strong disagree,,,,,,,,0,retired,city gt 250000,Man,Northeast
485,,,,,,,,,30,know know,sevrl times a yr,yes,0,upper class,1968,used last time,a great deal,a great deal,graduate,disagree,,strongly agree,agree,disagree,disagree,disagree,agree,uncertain,agree,agree,disagree,agree,disagree,agree,agree,disagree,uncertain,agree,,know know,,18,moderate,moderate,,,good,yes covered,not agree/dsagre,agree,agree,agree,agree,agree,not agree/dsagre,,$4 000 to 4 999,yes,no,never married,too little,,too little,,,0,50,,4 partners,11-20 partners,independent,moderate,cant choose,cant choose,cant choose,cant choose,cant choose,agree,agree,cant choose,cant choose,yes,2,,,mixed,mixed,somewhat likely,strong disagree,strong disagree,strong disagree,agree,mixed,mixed,somewhat likely,mixed,mixed,strong disagree,strong disagree,not agree/dsagre,agree,disagree,agree,agree,somewht unlikely,,white,e  sou central,middle atlantic,"yes, in relationship",catholic,catholic,,,somewhat strong,big-city suburb,,,63.200001,male,once a month,exclusively female,exclusively female,7323,12 lrgst smsa's,,no,no,no,no,disagree,agree,no,agree,disagree,dont know,vignette c,agree,,no,no,very unlikely,very unlikely,very unlikely,somewhat likely,,9,school,city gt 250000,Man,Northeast
486,no,,no,no,no,no,,no,45,no,every week,no,5,middle class,1953,not used,,,lt high school,uncertain,agree,agree,uncertain,agree,agree,disagree,agree,disagree,agree,agree,agree,agree,agree,agree,agree,agree,agree,agree,disagree,yes,,5,fundamentalist,moderate,,,excellent,yes covered,agree,agree,agree,agree,not agree/dsagre,not agree/dsagre,not agree/dsagre,,,no,no,divorced,,too little,,too little,disagree,20,10,,1 partner,3 partners,not str democrat,conservative,agree,agree,agree,cant choose,not agree/dsagre,not agree/dsagre,cant choose,cant choose,strongly agree,yes,8,25,,dk,very unlikely,very unlikely,agree,agree,agree,agree,mixed,somewhat likely,very likely,very likely,very likely,strongly agree,strongly agree,strongly agree,not agree/dsagre,not agree/dsagre,not agree/dsagre,agree,very likely,yes once/twice,black,foreign,middle atlantic,"no, no relationship",protestant,catholic,,,somewhat strong,city gt 250000,,,27.5,female,once or twice,exclusively male,both male and female,7323,12 lrgst smsa's,,no,no,no,no,disagree,disagree,no,not agree/dsagre,agree,agree,vignette b,1,,no,no,somewhat likely,somewhat likely,somewhat likely,somewhat likely,,1,keeping house,city gt 250000,Woman,Northeast
487,no,,yes,yes,no,no,,dk,28,,every week,no,1,middle class,1970,used last time,a great deal,only some,high school,disagree,disagree,agree,disagree,disagree,disagree,disagree,strongly agree,disagree,agree,strongly agree,agree,uncertain,agree,disagree,agree,disagree,uncertain,uncertain,disagree,,,12,fundamentalist,liberal,,,excellent,no not covered,disagree,agree,agree,agree,agree,not agree/dsagre,agree,,$12500 to 14999,no,,never married,about right,,too little,,,2,0,stongly agree,1 partner,1 partner,independent,moderate,not agree/dsagre,agree,cant choose,agree,agree,strongly agree,not agree/dsagre,disagree,strongly agree,yes,1,,,very likely,very unlikely,very likely,strong disagree,,agree,agree,very likely,somewhat likely,very likely,very likely,very likely,disagree,agree,disagree,agree,agree,agree,not agree/dsagre,very likely,,black,foreign,middle atlantic,"yes, in relationship",protestant,protestant,,,,"country,nonfarm",,$12500 to 14999,22.6,female,once or twice,exclusively male,exclusively male,7323,12 lrgst smsa's,sometimes,,,,,agree,disagree,no,agree,stongly agree,agree,vignette e,1,,,no,somewhat likely,very likely,very likely,very likely,almost all,6,working fulltime,city gt 250000,Woman,Northeast
488,,always wrong,,,,,always wrong,,44,,every week,no,2,working class,1954,not used,a great deal,only some,lt high school,,,,,,,,,,,,,,,,,,,,,,,2,fundamentalist,moderate,no,neither agree nor disagree,good,,,,,,,,,,$1 000 to 2 999,,no,married,,too little,,too little,,,10,,2 partners,4 partners,strong democrat,slghtly conservative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,foreign,middle atlantic,"yes, in relationship",protestant,catholic,evangelical,catholic,strong,"country,nonfarm",,under $1 000,28.6,male,weekly,exclusively female,exclusively female,7323,12 lrgst smsa's,,no,no,no,no,,,,,,,,,strongly agree,,,,,,,,0,"unempl, laid off",city gt 250000,Man,Northeast
489,,,,,,,,,37,,nrly every week,no,0,middle class,1961,used last time,a great deal,hardly any,bachelor,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,,,15,fundamentalist,moderate,,,excellent,no not covered,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,stongly agree,$17500 to 19999,,no,widowed,,too little,,too little,,0,10,,2 partners,5-10 partners,strong democrat,liberal,,,,,,,,,,no,,,,,,,,,,,very likely,somewht unlikely,very unlikely,very unlikely,very unlikely,not agree/dsagre,strongly agree,not agree/dsagre,not agree/dsagre,agree,agree,not agree/dsagre,very likely,,black,foreign,middle atlantic,"yes, in relationship",protestant,catholic,,,somewhat strong,"country,nonfarm",,$17500 to 19999,92.300003,male,4+ per week,exclusively female,exclusively female,7323,12 lrgst smsa's,sometimes,no,no,no,no,agree,not agree/dsagre,yes immed reltve,stongly agree,stongly agree,stongly agree,vignette d,1,,,,somewhat likely,mixed,somewhat likely,somewhat likely,almost none,5,working fulltime,city gt 250000,Man,Northeast
490,no,always wrong,dk,yes,no,yes,always wrong,yes,28,,more thn once wk,no,2,upper class,1970,not used,a great deal,hardly any,lt high school,,,,,,,,,,,,,,,,,,,,,,,5,fundamentalist,moderate,no,strongly disagree,excellent,,,,,,,,,,$25000 to 29999,,,married,too little,,too little,,,0,0,,no partners,1 partner,independent,slightly liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,foreign,middle atlantic,"no, no relationship",protestant,catholic,fundamentalist,catholic,,city gt 250000,,$10000 to 12499,63.5,female,not at all,,,7323,12 lrgst smsa's,,,,,,,,,,,,,,strongly agree,,,,,,,,0,working fulltime,city gt 250000,Woman,Northeast
491,,always wrong,,,,,always wrong,,44,,more thn once wk,no,1,working class,1954,not used,only some,hardly any,bachelor,,,,,,,,,,,,,,,,,,,,,,,16,fundamentalist,moderate,no,disagree,excellent,,,,,,,,,,$15000 to 17499,,no,married,too little,,too much,,,0,0,,1 partner,1 partner,independent,slightly liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,foreign,middle atlantic,"no, no relationship",protestant,catholic,evangelical,catholic,strong,50000 to 250000,,,,female,2-3 per week,exclusively male,exclusively male,7323,12 lrgst smsa's,,no,no,no,no,,,,,,,,,,,,,,,,,0,keeping house,city gt 250000,Woman,Northeast
492,,not wrong at all,yes,yes,yes,dk,wrong only sometimes,yes,30,,every week,no,1,working class,1968,used last time,only some,only some,high school,,,,,,,,,,,,,,,,,,,,,,,14,liberal,fundamentalist,no,neither agree nor disagree,good,,,,,,,,,,$40000 to 49999,,,married,,too much,,too little,,3,0,,1 partner,1 partner,independent,liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,black,foreign,middle atlantic,"yes, in relationship",protestant,protestant,fundamentalist,protestant,,"country,nonfarm",,$10000 to 12499,76.300003,female,weekly,exclusively male,exclusively male,7323,12 lrgst smsa's,,,,,,,,,,,,,,agree,,,,,,,,0,working fulltime,city gt 250000,Woman,Northeast
493,yes,,yes,yes,yes,yes,,yes,89,yes,never,yes,2,middle class,1909,,,,high school,disagree,agree,strongly agree,strong disagree,strong disagree,strong disagree,strong disagree,agree,strong disagree,strongly agree,strongly agree,strongly agree,agree,strong disagree,agree,agree,strong disagree,uncertain,disagree,strong disagree,no,not agree/dsagre,13,liberal,liberal,,,good,yes covered,strong disagree,strong disagree,strong disagree,strong disagree,agree,agree,agree,stongly agree,$50000 to 59999,not sure,yes,widowed,about right,,too much,,stongly agree,0,0,stongly agree,no partners,no partners,strong democrat,liberal,not agree/dsagre,agree,cant choose,agree,not agree/dsagre,not agree/dsagre,not agree/dsagre,disagree,agree,yes,2,7,,very unlikely,very unlikely,very likely,strong disagree,not agree/dsagre,agree,agree,mixed,somewht unlikely,very unlikely,dont know,very likely,disagree,agree,disagree,agree,agree,agree,not agree/dsagre,very likely,,white,middle atlantic,middle atlantic,,jewish,jewish,,,not very strong,50000 to 250000,stongly agree,dk,62.5,female,not at all,,,7323,12 lrgst smsa's,,yes,dk,dk,dk,not agree/dsagre,strong disagree,yes othr relatve,agree,disagree,strong disagree,vignette a,1,,yes,not sure,very unlikely,somewht unlikely,very likely,dont know,,7,retired,city gt 250000,Woman,Northeast
494,yes,not wrong at all,yes,yes,yes,yes,not wrong at all,yes,72,,never,no,2,middle class,1926,not used,,,graduate,,,,,,,,,,,,,,,,,,,,,,,19,liberal,liberal,no,strongly disagree,good,,,,,,,,,,$75000 to $89999,,yes,married,,too little,,too little,,10,0,,1 partner,1 partner,strong democrat,liberal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,white,middle atlantic,middle atlantic,"yes, in relationship",jewish,jewish,,jewish,strong,city gt 250000,,$30000 to 34999,82.699997,female,once a month,exclusively male,exclusively male,7323,12 lrgst smsa's,,yes,no,no,no,,,,,,,,,strong disagree,,,,,,,,0,working parttime,city gt 250000,Woman,Northeast
495,no,,no,,no,no,,dk,63,yes,never,yes,1,working class,1935,,only some,only some,lt high school,agree,disagree,agree,uncertain,uncertain,uncertain,disagree,uncertain,uncertain,uncertain,disagree,disagree,agree,agree,uncertain,uncertain,disagree,disagree,agree,agree,yes,disagree,11,moderate,moderate,,,fair,yes covered,not agree/dsagre,not agree/dsagre,disagree,,not agree/dsagre,not agree/dsagre,not agree/dsagre,agree,$40000 to 49999,no,,divorced,too little,,about right,,not agree/dsagre,0,0,not agree/dsagre,no partners,no partners,not str republican,slghtly conservative,agree,agree,agree,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,agree,yes,3,,,very unlikely,somewht unlikely,mixed,strong disagree,disagree,not agree/dsagre,not agree/dsagre,somewhat likely,mixed,very unlikely,very unlikely,very unlikely,agree,agree,agree,not agree/dsagre,not agree/dsagre,not agree/dsagre,not agree/dsagre,somewhat likely,,white,middle atlantic,middle atlantic,,catholic,catholic,,,not very strong,50000 to 250000,not agree/dsagre,$35000 to 39999,38.900002,male,not at all,,,7323,12 lrgst smsa's,,,,,,agree,agree,yes friend,not agree/dsagre,agree,strong disagree,vignette e,agree,,no,no,somewht unlikely,somewht unlikely,mixed,mixed,,6,working parttime,city gt 250000,Man,Northeast
